,Age_at_win,Prize_USD,date
7925,25.0,170,2010-11-04
7926,20.0,2000,2015-06-28
7927,20.0,50,2015-07-10
7928,20.0,50,2015-07-17
7929,20.0,467,2015-08-23
7930,20.0,4500,2015-09-13
7931,20.0,2000,2015-09-19
7932,20.0,25,2015-11-15
7933,20.0,75,2015-12-18
7934,20.0,600,2016-02-14
7935,20.0,6000,2016-03-05
7936,25.0,100,2010-11-05
7937,20.0,100,2016-03-16
7938,21.0,1072,2016-03-20
7939,21.0,42,2016-03-27
7940,21.0,25,2016-04-02
7941,21.0,600,2016-04-09
7942,21.0,1333,2016-04-17
7943,21.0,5000,2016-05-08
7944,21.0,10000,2016-05-14
7945,21.0,500,2016-06-26
7946,21.0,800,2016-07-09
7947,25.0,140,2010-11-07
7948,21.0,2000,2016-07-31
7949,21.0,1500,2016-08-14
7950,21.0,84,2016-08-27
7951,21.0,200,2016-08-27
7952,21.0,569,2016-09-25
7953,21.0,30,2016-09-28
7954,21.0,70,2016-10-07
7955,21.0,175,2016-10-21
7956,21.0,151,2016-10-23
7957,21.0,2915,2016-11-13
7958,25.0,802,2010-11-23
7959,21.0,600,2016-12-17
7960,21.0,400,2017-01-08
7961,21.0,382,2017-02-12
7962,21.0,105,2017-02-24
7963,22.0,400,2017-04-01
7964,22.0,50,2017-04-09
7965,22.0,200,2017-04-09
7966,22.0,25,2017-04-20
7967,22.0,600,2017-05-20
7968,22.0,75,2017-06-03
7969,25.0,401,2010-12-05
7970,22.0,1600,2017-06-10
7971,22.0,55,2017-06-11
7972,22.0,200,2017-06-11
7973,22.0,418,2017-06-18
7974,22.0,50,2017-06-26
7975,22.0,25,2017-07-08
7976,22.0,2500,2017-07-15
7977,22.0,2025,2017-07-23
7978,22.0,2350,2017-07-30
7979,22.0,75,2017-08-04
7980,25.0,165,2010-12-09
7981,22.0,50,2017-08-06
7982,22.0,200,2017-08-06
7983,22.0,55,2017-08-12
7984,22.0,75,2017-08-19
7985,22.0,800,2017-08-26
7986,22.0,100,2017-09-02
7987,22.0,2500,2017-09-10
7988,20.0,781,2011-01-31
7989,20.0,177,2011-03-19
7990,21.0,25,2011-06-15
7991,25.0,33,2010-12-16
7992,21.0,189,2011-07-30
7993,21.0,1307,2011-10-22
7994,21.0,621,2011-11-13
7995,21.0,150,2011-12-01
7996,21.0,1327,2011-12-07
7997,21.0,885,2011-12-07
7998,21.0,33,2011-12-09
7999,21.0,150,2011-12-22
8000,21.0,896,2012-03-01
8001,21.0,1793,2012-03-03
8002,22.0,1000,2014-04-27
8003,25.0,100,2010-12-17
8004,22.0,1473,2012-04-07
8005,22.0,2000,2012-04-08
8006,22.0,513,2012-05-17
8007,22.0,1282,2012-05-19
8008,22.0,290,2012-06-03
8009,22.0,878,2012-07-25
8010,22.0,1317,2012-07-27
8011,22.0,250,2012-07-28
8012,22.0,200,2012-08-11
8013,22.0,396,2012-08-25
8014,25.0,65,2010-12-27
8015,22.0,700,2012-09-08
8016,22.0,1300,2012-10-14
8017,22.0,904,2012-10-18
8018,22.0,1809,2012-10-20
8019,22.0,3500,2012-11-18
8020,22.0,1500,2012-11-21
8021,22.0,616,2012-12-08
8022,22.0,1860,2012-12-14
8023,22.0,930,2012-12-14
8024,22.0,4595,2013-03-09
8025,25.0,100,2010-12-31
8026,23.0,200,2013-03-29
8027,23.0,1500,2013-06-01
8028,23.0,530,2013-06-01
8029,23.0,3898,2013-06-02
8030,23.0,140,2013-07-20
8031,23.0,1500,2013-08-10
8032,23.0,719,2013-08-10
8033,23.0,2000,2013-10-13
8034,23.0,377,2013-10-19
8035,23.0,376,2013-11-23
8036,25.0,388,2011-01-08
8037,23.0,400,2013-12-01
8038,23.0,1230,2013-12-22
8039,23.0,83,2014-02-27
8040,24.0,2276,2014-04-05
8041,24.0,674,2014-04-18
8042,24.0,100,2014-04-27
8043,24.0,100,2014-05-17
8044,24.0,763,2015-03-22
8045,25.0,100,2015-04-17
8046,25.0,83,2015-04-19
8047,25.0,50,2011-01-15
8048,25.0,83,2015-05-02
8049,25.0,3656,2015-06-28
8050,25.0,310,2015-07-12
8051,25.0,10000,2015-07-17
8052,25.0,1000,2015-09-25
8053,25.0,730,2015-10-04
8054,26.0,3500,2016-05-01
8055,26.0,1740,2016-06-22
8056,26.0,2682,2017-03-26
8057,27.0,2643,2017-06-24
8058,25.0,267,2011-01-16
8059,27.0,110,2017-07-21
8060,27.0,2646,2017-09-16
8061,20.0,1486,2011-02-10
8062,20.0,33,2011-12-04
8063,20.0,40,2011-12-11
8064,20.0,150,2011-12-18
8065,20.0,500,2011-12-22
8066,21.0,896,2012-03-01
8067,21.0,300,2012-03-19
8068,21.0,252,2012-04-07
8069,25.0,800,2011-01-23
8070,21.0,513,2012-05-17
8071,21.0,1282,2012-05-19
8072,21.0,100,2012-06-03
8073,21.0,43917,2012-07-27
8074,21.0,125,2012-07-28
8075,21.0,1285,2012-08-11
8076,21.0,528,2012-08-25
8077,21.0,1100,2012-10-14
8078,21.0,723,2012-10-18
8079,21.0,1809,2012-10-20
8080,25.0,68,2011-01-31
8081,21.0,1016,2012-11-11
8082,21.0,363,2012-11-21
8083,21.0,200,2012-12-02
8084,21.0,231,2012-12-08
8085,21.0,1395,2012-12-14
8086,21.0,372,2012-12-14
8087,21.0,930,2012-12-22
8088,22.0,459,2013-02-25
8089,22.0,367,2013-02-27
8090,22.0,444,2013-03-29
8091,25.0,68,2011-02-10
8092,22.0,875,2013-06-23
8093,22.0,100,2013-07-18
8094,22.0,205,2013-07-20
8095,22.0,4054,2013-07-20
8096,22.0,359,2013-08-10
8097,22.0,377,2013-10-19
8098,22.0,471,2013-11-23
8099,23.0,644,2014-01-24
8100,23.0,674,2014-04-18
8101,23.0,250,2014-05-04
8102,25.0,135,2011-02-13
8103,23.0,10,2014-08-09
8104,23.0,35,2014-10-08
8105,23.0,2000,2014-10-12
8106,24.0,15,2015-01-23
8107,24.0,763,2015-03-22
8108,24.0,60,2015-04-05
8109,24.0,60,2015-04-12
8110,24.0,50,2015-04-17
8111,24.0,365,2015-04-17
8112,24.0,45,2015-05-05
8113,22.0,6500,2014-06-08
8114,25.0,136,2011-02-21
8115,24.0,60,2015-05-10
8116,24.0,20,2015-06-14
8117,24.0,100,2015-06-22
8118,24.0,75,2015-07-22
8119,24.0,75,2015-07-24
8120,24.0,20,2015-07-26
8121,24.0,75,2015-07-27
8122,24.0,50,2015-08-02
8123,24.0,1360,2015-08-23
8124,24.0,75,2015-09-01
8125,25.0,100,2011-02-25
8126,24.0,100,2015-10-23
8127,25.0,25,2016-04-09
8128,25.0,75,2016-04-20
8129,25.0,2625,2016-05-01
8130,25.0,2714,2016-09-10
8131,26.0,37,2017-01-14
8132,,137,2014-02-23
8133,,543,2014-07-06
8134,,378,2014-10-12
8135,,62,2014-11-17
8136,25.0,140,2011-03-10
8137,,62,2014-12-22
8138,,2000,2015-01-25
8139,,125,2015-02-23
8140,,125,2015-03-23
8141,,100,2015-04-10
8142,,545,2015-04-26
8143,,100,2015-05-17
8144,,100,2015-05-24
8145,,54,2015-05-25
8146,,100,2015-06-17
8147,25.0,138,2011-03-12
8148,,100,2015-06-19
8149,,322,2015-06-21
8150,,875,2015-07-05
8151,,1859,2015-07-11
8152,,3000,2015-07-31
8153,,219,2015-08-24
8154,,55,2015-09-07
8155,,875,2015-12-20
8156,,16000,2016-01-24
8157,,167,2016-02-07
8158,25.0,280,2011-03-13
8159,,30,2016-02-09
8160,,400,2016-02-14
8161,,5000,2016-03-26
8162,,1000,2016-05-08
8163,,1500,2016-05-14
8164,,10,2016-05-17
8165,,10,2016-05-23
8166,,600,2016-07-09
8167,,334,2016-07-11
8168,,1000,2016-07-16
8169,25.0,139,2011-03-14
8170,,1000,2016-07-31
8171,,1797,2016-08-07
8172,,6000,2016-08-14
8173,,7644,2016-08-27
8174,,340,2016-08-28
8175,,167,2016-10-04
8176,,10000,2016-11-05
8177,,657,2016-11-28
8178,,600,2017-03-05
8179,,527,2017-03-09
8180,25.0,141,2011-03-20
8181,,263,2017-03-17
8182,,150,2017-04-05
8183,,400,2017-04-08
8184,,1000,2017-04-30
8185,,769,2017-05-08
8186,,278,2017-05-08
8187,,400,2017-05-20
8188,,20,2017-05-21
8189,,557,2017-05-29
8190,,400,2017-06-03
8191,25.0,70,2011-03-24
8192,,4000,2017-06-19
8193,,567,2017-06-26
8194,,25,2017-06-26
8195,,2500,2017-07-15
8196,,593,2017-08-02
8197,,35,2017-08-05
8198,,400,2017-08-19
8199,,125,2017-08-27
8200,,240,2012-05-13
8201,,1002,2013-02-17
8202,25.0,200,2011-04-03
8203,,100,2013-10-23
8204,,600,2014-02-06
8205,,40,2014-06-21
8206,,2000,2014-07-06
8207,,647,2014-09-14
8208,,2000,2014-10-05
8209,,62,2014-11-16
8210,,92,2014-12-16
8211,,357,2015-01-11
8212,,4500,2015-04-05
8213,25.0,144,2011-04-10
8214,,50,2015-04-24
8215,,2000,2015-04-30
8216,,50,2015-05-15
8217,,50,2015-05-22
8218,,50,2015-05-29
8219,,50,2015-06-05
8220,,736,2015-06-21
8221,,1000,2015-07-19
8222,,200,2015-07-31
8223,,350,2015-08-09
8224,22.0,1000,2014-06-16
8225,25.0,350,2011-05-15
8226,,25,2015-11-08
8227,,113,2015-11-29
8228,,54,2015-12-06
8229,,5000,2016-01-24
8230,,10,2016-02-25
8231,,60,2016-03-01
8232,,400,2016-04-09
8233,,340,2016-04-12
8234,,4000,2016-05-14
8235,,2367,2016-05-23
8236,25.0,71,2011-05-16
8237,,1050,2016-05-31
8238,,20,2016-06-13
8239,,236,2016-06-17
8240,,400,2016-07-09
8241,,16000,2016-07-31
8242,,6739,2016-08-07
8243,,4000,2016-08-14
8244,,250,2016-08-27
8245,,55,2016-08-28
8246,,4000,2016-09-11
8247,25.0,100,2011-05-28
8248,,60,2016-09-17
8249,,75,2016-10-01
8250,,111,2016-10-09
8251,,10,2016-10-10
8252,,500,2016-10-15
8253,,55,2016-10-16
8254,,10,2016-10-17
8255,,500,2016-10-21
8256,,70,2016-10-22
8257,,200,2016-10-22
8258,25.0,100,2011-05-28
8259,,10,2016-10-24
8260,,81,2016-11-08
8261,,65,2016-11-12
8262,,224,2016-12-03
8263,,250,2016-12-08
8264,,100,2016-12-10
8265,,100,2016-12-11
8266,,20,2016-12-12
8267,,50,2016-12-12
8268,,175,2016-12-16
8269,25.0,142,2011-05-30
8270,,75,2016-12-16
8271,,63,2016-12-16
8272,,150,2017-01-08
8273,,12,2017-01-29
8274,,300,2017-02-21
8275,,400,2017-02-22
8276,,1300,2017-03-05
8277,,60,2017-03-15
8278,,125,2017-04-01
8279,,400,2017-04-08
8280,25.0,143,2011-06-12
8281,,15,2017-04-09
8282,,20,2017-04-09
8283,,50,2017-04-12
8284,,60,2017-04-19
8285,,20,2017-04-21
8286,,2500,2017-04-30
8287,,600,2017-06-03
8288,,15,2017-06-11
8289,,12,2017-06-11
8290,,4000,2017-06-19
8291,25.0,142,2011-06-27
8292,,80,2017-07-08
8293,,1000,2017-07-15
8294,,1000,2017-07-23
8295,,600,2017-08-19
8296,,117,2017-08-27
8297,,250,2017-09-02
8298,,25,2017-09-04
8299,,20,2017-09-04
8300,,37,2017-09-04
8301,,1000,2017-09-10
8302,25.0,71,2011-06-30
8303,19.0,600,2012-07-28
8304,20.0,687,2013-03-30
8305,20.0,1500,2013-05-26
8306,20.0,200,2013-06-05
8307,20.0,1500,2013-08-11
8308,20.0,545,2013-10-13
8309,20.0,300,2013-10-23
8310,21.0,100,2014-03-12
8311,21.0,100,2014-03-27
8312,21.0,345,2014-04-19
8313,25.0,415,2011-07-03
8314,21.0,1000,2014-04-27
8315,21.0,150,2014-05-18
8316,21.0,150,2014-07-04
8317,21.0,2000,2014-07-06
8318,21.0,833,2014-07-27
8319,21.0,16000,2014-08-03
8320,21.0,300,2014-08-15
8321,21.0,200,2014-08-24
8322,21.0,400,2014-08-31
8323,21.0,5000,2014-10-05
8324,25.0,70,2011-07-11
8325,21.0,1184,2014-10-15
8326,21.0,2168,2014-11-22
8327,22.0,2647,2014-12-07
8328,22.0,249,2014-12-11
8329,22.0,100,2015-03-03
8330,22.0,108,2015-03-08
8331,22.0,375,2015-03-12
8332,22.0,60,2015-03-15
8333,22.0,150,2015-03-20
8334,22.0,10000,2015-04-05
8335,23.0,67,2014-06-22
8336,25.0,50,2011-07-16
8337,22.0,125,2015-04-07
8338,22.0,312,2015-04-10
8339,22.0,225,2015-04-10
8340,22.0,5661,2015-04-12
8341,22.0,300,2015-04-17
8342,22.0,150,2015-04-19
8343,22.0,375,2015-04-23
8344,22.0,100,2015-04-24
8345,22.0,20,2015-05-31
8346,22.0,2792,2015-06-02
8347,25.0,70,2011-07-18
8348,22.0,75,2015-06-13
8349,22.0,125,2015-06-22
8350,22.0,10000,2015-06-28
8351,22.0,185,2015-07-11
8352,22.0,211,2015-07-13
8353,22.0,2000,2015-07-28
8354,22.0,200,2015-07-31
8355,22.0,200,2015-11-15
8356,22.0,500,2015-11-21
8357,22.0,76,2015-12-02
8358,25.0,178,2011-07-21
8359,23.0,109,2015-12-06
8360,23.0,100,2016-01-04
8361,23.0,108,2016-01-10
8362,23.0,600,2016-04-09
8363,23.0,176,2016-04-21
8364,23.0,100,2016-05-31
8365,23.0,500,2016-06-26
8366,23.0,166,2016-07-06
8367,23.0,1500,2016-08-14
8368,23.0,145,2016-09-01
8369,25.0,178,2011-07-28
8370,24.0,10,2016-12-12
8371,17.0,20,2012-01-20
8372,18.0,263,2012-12-16
8373,18.0,266,2013-01-06
8374,18.0,334,2013-02-17
8375,18.0,25,2013-06-26
8376,19.0,226,2013-09-08
8377,19.0,1695,2013-11-10
8378,19.0,136,2013-12-22
8379,19.0,600,2014-02-06
8380,25.0,286,2011-07-31
8381,19.0,100,2014-03-23
8382,19.0,2098,2014-04-20
8383,19.0,3000,2014-07-06
8384,20.0,116,2014-08-12
8385,20.0,896,2014-10-02
8386,20.0,3000,2014-10-05
8387,20.0,75,2014-10-13
8388,20.0,150,2014-11-19
8389,20.0,124,2014-12-17
8390,20.0,100,2014-12-29
8391,25.0,142,2011-08-01
8392,20.0,2000,2015-01-25
8393,20.0,400,2015-02-01
8394,20.0,50,2015-02-08
8395,20.0,400,2015-02-10
8396,20.0,10,2015-03-01
8397,20.0,78,2015-03-13
8398,20.0,10,2015-03-15
8399,20.0,75,2015-04-07
8400,20.0,50,2015-04-26
8401,20.0,2000,2015-04-30
8402,25.0,179,2011-08-04
8403,20.0,1000,2015-05-08
8404,20.0,6000,2015-06-28
8405,21.0,350,2015-08-31
8406,21.0,4500,2015-09-13
8407,21.0,276,2015-11-23
8408,21.0,108,2016-01-17
8409,21.0,1000,2016-01-24
8410,21.0,75,2016-02-02
8411,21.0,400,2016-02-14
8412,21.0,16000,2016-03-26
8413,25.0,432,2011-08-07
8414,21.0,500,2016-03-27
8415,21.0,1000,2016-05-08
8416,21.0,1500,2016-05-14
8417,21.0,100,2016-05-31
8418,21.0,75,2016-06-17
8419,21.0,17,2016-06-17
8420,21.0,10000,2016-06-26
8421,21.0,20,2016-07-23
8422,22.0,4000,2016-08-14
8423,22.0,566,2016-08-20
8424,25.0,800,2011-08-14
8425,22.0,50,2016-09-30
8426,22.0,1198,2016-10-09
8427,22.0,82,2016-10-11
8428,22.0,400,2016-10-21
8429,22.0,448,2016-12-03
8430,22.0,300,2017-02-21
8431,22.0,1100,2017-03-05
8432,22.0,35,2017-03-18
8433,22.0,12,2017-03-18
8434,22.0,400,2017-04-08
8435,25.0,143,2011-08-22
8436,22.0,65,2017-04-09
8437,22.0,12,2017-04-09
8438,22.0,20,2017-04-22
8439,22.0,1000,2017-04-30
8440,22.0,600,2017-05-20
8441,22.0,600,2017-06-03
8442,22.0,37,2017-06-11
8443,22.0,55,2017-06-11
8444,22.0,35,2017-07-03
8445,22.0,12,2017-07-03
8446,23.0,5000,2014-07-06
8447,25.0,144,2011-08-28
8448,22.0,1000,2017-07-15
8449,22.0,250,2017-07-23
8450,23.0,20,2017-08-05
8451,23.0,60,2017-08-12
8452,23.0,2500,2017-09-10
8453,21.0,793,2012-08-25
8454,21.0,1787,2012-09-22
8455,21.0,1300,2012-10-14
8456,21.0,904,2012-10-18
8457,21.0,2000,2012-11-18
8458,25.0,396,2011-09-04
8459,21.0,1395,2012-12-14
8460,21.0,930,2012-12-14
8461,22.0,45955,2013-03-09
8462,22.0,3500,2013-06-01
8463,22.0,7500,2013-06-09
8464,22.0,1616,2013-08-03
8465,22.0,1500,2013-08-10
8466,22.0,539,2013-08-10
8467,22.0,565,2013-10-19
8468,22.0,1891,2013-12-08
8469,25.0,20,2011-09-09
8470,23.0,2276,2014-04-05
8471,23.0,674,2014-04-18
8472,23.0,676,2014-07-26
8473,22.0,871,2011-10-22
8474,22.0,621,2011-11-13
8475,22.0,4426,2011-12-07
8476,22.0,50,2011-12-08
8477,22.0,325,2011-12-16
8478,22.0,2200,2012-02-26
8479,22.0,896,2012-03-01
8480,25.0,682,2011-09-15
8481,22.0,1793,2012-03-03
8482,22.0,285,2012-03-09
8483,22.0,100,2012-03-18
8484,22.0,442,2012-04-07
8485,23.0,2565,2012-05-19
8486,23.0,1500,2012-06-10
8487,23.0,2900,2012-07-22
8488,23.0,527,2012-07-25
8489,23.0,1317,2012-07-27
8490,23.0,292,2012-07-28
8491,25.0,134,2011-09-25
8492,23.0,361,2012-10-18
8493,23.0,2732,2012-10-27
8494,23.0,1500,2012-11-04
8495,23.0,700,2012-11-25
8496,23.0,308,2012-12-08
8497,23.0,3000,2012-12-28
8498,24.0,1500,2013-06-02
8499,24.0,100,2013-06-17
8500,24.0,4000,2013-07-28
8501,24.0,370,2013-08-03
8502,25.0,138,2011-10-23
8503,24.0,3500,2013-08-11
8504,24.0,250,2013-09-14
8505,24.0,7000,2013-10-20
8506,24.0,7500,2013-10-27
8507,24.0,15000,2014-04-13
8508,25.0,945,2014-04-26
8509,25.0,3000,2014-07-06
8510,25.0,200,2014-08-24
8511,25.0,2000,2014-10-12
8512,25.0,400,2014-12-04
8513,26.0,68,2011-11-07
8514,25.0,200,2015-01-26
8515,16.0,1356,2013-11-10
8516,16.0,1669,2014-01-12
8517,16.0,2000,2014-04-13
8518,16.0,993,2014-05-04
8519,16.0,600,2014-05-12
8520,16.0,750,2014-05-14
8521,17.0,662,2014-07-06
8522,17.0,3328,2014-08-09
8523,17.0,1628,2014-09-07
8524,26.0,1750,2011-11-12
8525,17.0,163,2014-09-27
8526,17.0,1607,2014-12-07
8527,17.0,241,2014-12-21
8528,17.0,160,2015-01-25
8529,17.0,964,2015-02-08
8530,17.0,6000,2015-04-05
8531,17.0,100,2015-04-08
8532,17.0,83,2015-04-23
8533,17.0,83,2015-06-03
8534,18.0,161,2015-06-21
8535,26.0,67,2011-11-19
8536,18.0,4500,2015-06-28
8537,18.0,350,2015-08-31
8538,18.0,4500,2015-09-13
8539,18.0,110,2015-12-27
8540,18.0,1600,2016-02-01
8541,18.0,6000,2016-03-05
8542,18.0,2000,2016-03-26
8543,18.0,3083,2016-04-23
8544,18.0,4000,2016-05-14
8545,19.0,3104,2016-07-03
8546,26.0,135,2011-11-20
8547,19.0,1000,2016-07-31
8548,19.0,1347,2016-08-07
8549,19.0,1500,2016-08-14
8550,19.0,2500,2016-09-11
8551,19.0,3297,2017-04-13
8552,19.0,1000,2017-04-30
8553,19.0,1328,2017-05-21
8554,20.0,3322,2017-06-03
8555,20.0,2500,2017-07-15
8556,20.0,3275,2017-08-03
8557,23.0,5000,2014-07-20
8558,26.0,135,2011-11-21
8559,20.0,2500,2017-09-10
8560,25.0,625,2010-11-07
8561,25.0,25,2010-12-04
8562,25.0,432,2010-12-18
8563,25.0,200,2010-12-30
8564,25.0,179,2011-01-29
8565,25.0,4064,2011-02-13
8566,25.0,177,2011-03-19
8567,25.0,150,2011-05-15
8568,25.0,500,2011-06-05
8569,26.0,67,2011-11-30
8570,25.0,500,2011-07-10
8571,25.0,10000,2011-08-07
8572,25.0,1000,2011-08-14
8573,25.0,3000,2011-10-09
8574,26.0,250,2011-11-10
8575,26.0,750,2011-11-12
8576,26.0,4993,2011-11-27
8577,26.0,853,2012-01-15
8578,26.0,1750,2012-02-11
8579,26.0,1000,2012-03-18
8580,26.0,2410,2011-12-04
8581,26.0,1000,2012-03-19
8582,26.0,1000,2012-03-25
8583,26.0,75,2012-04-01
8584,26.0,2987,2012-04-22
8585,26.0,500,2012-05-13
8586,26.0,800,2012-05-27
8587,26.0,875,2012-07-08
8588,26.0,5000,2012-07-15
8589,26.0,900,2012-07-15
8590,26.0,571,2012-08-11
8591,26.0,130,2011-12-18
8592,26.0,1000,2012-08-25
8593,26.0,150,2012-09-08
8594,26.0,900,2012-09-16
8595,26.0,300,2012-10-14
8596,27.0,166,2012-11-21
8597,27.0,714,2012-12-16
8598,27.0,3500,2013-03-09
8599,27.0,1000,2013-03-17
8600,27.0,609,2013-03-24
8601,27.0,166,2013-03-29
8602,26.0,130,2011-12-20
8603,27.0,1500,2013-05-26
8604,27.0,300,2013-06-05
8605,27.0,2000,2013-08-11
8606,27.0,33,2013-08-12
8607,27.0,333,2013-08-18
8608,27.0,833,2013-09-14
8609,27.0,3000,2013-10-13
8610,28.0,500,2013-12-15
8611,28.0,100,2014-03-27
8612,28.0,600,2014-08-01
8613,26.0,260,2011-12-21
8614,29.0,150,2015-01-08
8615,29.0,2000,2015-01-25
8616,29.0,118,2015-02-03
8617,29.0,10,2015-03-15
8618,29.0,226,2015-04-12
8619,29.0,368,2015-06-21
8620,29.0,6000,2015-06-28
8621,29.0,211,2015-07-13
8622,29.0,2000,2015-07-28
8623,29.0,350,2015-08-09
8624,26.0,253,2012-01-14
8625,14.0,200,2012-07-28
8626,15.0,828,2013-10-26
8627,15.0,331,2013-11-23
8628,15.0,273,2014-01-11
8629,15.0,100,2014-03-01
8630,15.0,100,2014-03-10
8631,16.0,1043,2014-04-19
8632,16.0,71,2014-04-21
8633,16.0,71,2014-04-23
8634,16.0,469,2014-08-02
8635,26.0,130,2012-01-23
8636,16.0,2000,2014-10-05
8637,16.0,394,2015-01-31
8638,17.0,6000,2015-04-05
8639,17.0,1859,2015-07-11
8640,17.0,2000,2015-07-28
8641,17.0,3405,2015-09-05
8642,17.0,220,2015-10-24
8643,17.0,731,2016-01-03
8644,17.0,2000,2016-01-24
8645,17.0,1562,2016-02-06
8646,26.0,129,2012-01-25
8647,17.0,15,2016-02-09
8648,17.0,600,2016-02-14
8649,17.0,176,2016-03-17
8650,18.0,78,2016-04-27
8651,18.0,69,2016-06-09
8652,18.0,563,2016-06-18
8653,18.0,2225,2016-08-04
8654,18.0,1500,2016-08-14
8655,18.0,55,2016-09-17
8656,18.0,12,2016-09-17
8657,26.0,129,2012-01-29
8658,18.0,150,2016-09-27
8659,18.0,1600,2016-10-21
8660,18.0,527,2016-11-24
8661,18.0,7400,2017-03-05
8662,19.0,1200,2017-04-08
8663,19.0,200,2017-04-09
8664,19.0,75,2017-04-09
8665,19.0,4000,2017-04-30
8666,19.0,400,2017-05-07
8667,19.0,1600,2017-05-20
8668,23.0,3000,2014-08-03
8669,26.0,98,2012-02-15
8670,19.0,20,2017-05-21
8671,19.0,1600,2017-06-03
8672,19.0,0,2017-06-10
8673,19.0,200,2017-06-11
8674,19.0,150,2017-06-11
8675,19.0,10000,2017-06-19
8676,19.0,145,2017-07-03
8677,19.0,200,2017-07-03
8678,19.0,4000,2017-07-15
8679,19.0,250,2017-07-23
8680,26.0,46,2012-02-26
8681,19.0,2215,2017-08-06
8682,19.0,170,2017-08-12
8683,19.0,200,2017-08-12
8684,19.0,1500,2017-08-13
8685,19.0,800,2017-08-19
8686,19.0,150,2017-09-04
8687,19.0,12,2017-09-04
8688,19.0,4000,2017-09-10
8689,14.0,569,2011-07-30
8690,14.0,185,2011-09-10
8691,26.0,100,2012-02-29
8692,14.0,348,2011-10-22
8693,15.0,354,2011-12-07
8694,15.0,90,2011-12-22
8695,15.0,126,2012-04-07
8696,15.0,900,2012-05-20
8697,15.0,18,2012-06-03
8698,15.0,100,2012-06-08
8699,15.0,250,2012-06-17
8700,15.0,100,2012-08-11
8701,15.0,361,2012-10-18
8702,26.0,32,2012-03-13
8703,16.0,200,2012-11-21
8704,16.0,558,2012-12-14
8705,16.0,3300,2013-01-20
8706,16.0,367,2013-02-27
8707,16.0,2150,2013-03-09
8708,16.0,1000,2013-03-29
8709,16.0,353,2013-06-01
8710,16.0,1372,2013-07-20
8711,16.0,899,2013-08-10
8712,16.0,833,2013-08-18
8713,26.0,33,2012-03-20
8714,16.0,1500,2013-10-19
8715,16.0,754,2013-10-19
8716,17.0,350,2013-12-01
8717,17.0,644,2014-01-24
8718,17.0,83,2014-03-20
8719,17.0,685,2014-04-01
8720,17.0,83,2014-04-25
8721,17.0,83,2014-05-18
8722,17.0,71,2014-05-26
8723,18.0,1956,2015-02-14
8724,26.0,250,2012-06-03
8725,18.0,9040,2015-03-21
8726,18.0,1346,2015-03-22
8727,18.0,738,2015-05-05
8728,18.0,9078,2015-06-20
8729,18.0,1371,2015-06-28
8730,18.0,1913,2015-07-04
8731,18.0,500,2015-07-05
8732,18.0,908,2015-07-10
8733,18.0,1773,2015-07-12
8734,18.0,343,2015-07-24
8735,26.0,187,2012-06-11
8736,18.0,530,2015-09-13
8737,18.0,7066,2015-10-10
8738,19.0,5000,2015-11-07
8739,19.0,1640,2016-03-26
8740,19.0,5251,2016-05-01
8741,19.0,250,2016-08-27
8742,19.0,2714,2016-09-10
8743,20.0,508,2016-11-20
8744,20.0,25,2016-12-10
8745,16.0,371,2011-09-10
8746,26.0,31,2012-06-18
8747,16.0,174,2011-10-22
8748,17.0,717,2012-03-01
8749,17.0,855,2012-05-17
8750,17.0,18,2012-06-03
8751,17.0,527,2012-07-25
8752,17.0,1317,2012-07-27
8753,17.0,439,2012-07-28
8754,17.0,100,2012-08-11
8755,17.0,904,2012-10-18
8756,17.0,1356,2012-10-20
8757,26.0,31,2012-07-02
8758,17.0,200,2012-11-21
8759,17.0,4000,2012-12-02
8760,17.0,1540,2012-12-08
8761,17.0,46506,2012-12-14
8762,17.0,4653,2012-12-22
8763,18.0,735,2013-02-27
8764,18.0,1378,2013-03-09
8765,18.0,353,2013-06-01
8766,18.0,1372,2013-07-20
8767,18.0,833,2013-08-18
8768,26.0,183,2012-07-16
8769,18.0,377,2013-10-19
8770,19.0,685,2014-04-01
8771,19.0,83,2014-04-25
8772,19.0,83,2014-04-28
8773,19.0,83,2014-05-18
8774,19.0,71,2014-05-26
8775,16.0,736,2011-05-14
8776,16.0,767,2011-05-19
8777,16.0,919,2011-06-18
8778,16.0,1423,2011-07-30
8779,23.0,400,2014-08-31
8780,26.0,754,2012-09-02
8781,16.0,2785,2011-09-10
8782,16.0,100,2011-10-02
8783,17.0,2847,2011-10-08
8784,17.0,1307,2011-10-22
8785,17.0,885,2011-12-07
8786,17.0,586,2011-12-16
8787,17.0,90,2011-12-22
8788,17.0,717,2012-03-01
8789,17.0,1345,2012-03-03
8790,17.0,928,2012-03-29
8791,26.0,377,2012-09-05
8792,17.0,442,2012-04-07
8793,17.0,65,2012-04-26
8794,17.0,855,2012-05-17
8795,17.0,100,2012-06-02
8796,17.0,18,2012-06-03
8797,17.0,3333,2012-07-21
8798,17.0,702,2012-07-25
8799,17.0,1756,2012-07-27
8800,17.0,439,2012-07-28
8801,17.0,100,2012-08-11
8802,26.0,64,2012-10-09
8803,17.0,3000,2012-09-08
8804,18.0,542,2012-10-18
8805,18.0,200,2012-11-21
8806,18.0,1540,2012-12-08
8807,18.0,1395,2012-12-14
8808,18.0,930,2012-12-14
8809,18.0,551,2013-02-27
8810,18.0,1378,2013-03-09
