,Age_at_win,Prize_USD,date
8811,18.0,1000,2013-03-29
8812,18.0,530,2013-06-01
8813,27.0,2500,2013-01-19
8814,18.0,1500,2013-06-01
8815,18.0,1372,2013-07-20
8816,18.0,719,2013-08-10
8817,18.0,1500,2013-08-10
8818,19.0,2000,2013-10-19
8819,19.0,942,2013-10-19
8820,19.0,644,2014-01-24
8821,19.0,83,2014-03-20
8822,19.0,685,2014-04-01
8823,19.0,83,2014-04-28
8824,27.0,32,2013-02-26
8825,19.0,83,2014-05-18
8826,19.0,71,2014-05-26
8827,19.0,35,2014-09-26
8828,19.0,35,2014-09-30
8829,20.0,15,2014-10-06
8830,20.0,35,2014-10-17
8831,20.0,30,2014-11-17
8832,20.0,35,2014-12-10
8833,20.0,10,2014-12-22
8834,20.0,150,2014-12-27
8835,27.0,32,2013-03-19
8836,20.0,35,2015-04-17
8837,20.0,20,2015-04-19
8838,20.0,83,2015-05-04
8839,20.0,75,2015-05-16
8840,20.0,50,2015-05-30
8841,20.0,60,2015-07-05
8842,20.0,45,2015-07-11
8843,20.0,100,2015-07-13
8844,20.0,343,2015-07-24
8845,20.0,15,2015-07-25
8846,27.0,50,2013-05-01
8847,20.0,350,2015-07-31
8848,20.0,50,2015-08-04
8849,20.0,5000,2015-09-25
8850,21.0,421,2016-01-17
8851,21.0,1666,2016-02-05
8852,21.0,100,2016-02-21
8853,21.0,75,2016-04-13
8854,21.0,20,2016-04-18
8855,21.0,35,2016-04-20
8856,21.0,58,2016-04-21
8857,27.0,50,2013-05-15
8858,21.0,75,2016-04-27
8859,21.0,60,2016-05-17
8860,21.0,20,2016-05-23
8861,21.0,35,2016-05-26
8862,21.0,60,2016-06-06
8863,21.0,50,2016-06-11
8864,21.0,15,2016-06-24
8865,21.0,200,2016-06-27
8866,21.0,10,2016-06-27
8867,21.0,35,2016-07-15
8868,27.0,25,2013-05-22
8869,21.0,35,2016-07-26
8870,21.0,60,2016-08-01
8871,21.0,35,2016-08-02
8872,21.0,50,2016-08-07
8873,21.0,20,2016-08-08
8874,21.0,331,2016-08-09
8875,21.0,55,2016-08-21
8876,21.0,50,2016-08-28
8877,21.0,60,2016-09-05
8878,21.0,82,2016-09-13
8879,27.0,395,2013-06-28
8880,21.0,66,2016-09-16
8881,21.0,400,2016-09-28
8882,22.0,82,2016-10-11
8883,22.0,50,2016-10-16
8884,22.0,50,2016-10-23
8885,22.0,54,2016-10-30
8886,22.0,169,2016-11-20
8887,22.0,60,2016-11-28
8888,22.0,200,2016-12-07
8889,22.0,38,2016-12-08
8890,24.0,207,2011-02-28
8891,23.0,1166,2014-09-30
8892,27.0,32,2013-07-02
8893,22.0,1000,2017-01-08
8894,22.0,20,2017-01-16
8895,22.0,425,2017-01-28
8896,22.0,100,2017-01-30
8897,22.0,10,2017-02-24
8898,22.0,20,2017-03-06
8899,22.0,10,2017-03-15
8900,22.0,50,2017-03-19
8901,22.0,50,2017-03-20
8902,22.0,10,2017-03-20
8903,27.0,127,2013-07-09
8904,22.0,3576,2017-03-26
8905,22.0,50,2017-03-27
8906,22.0,50,2017-03-29
8907,22.0,25,2017-04-06
8908,22.0,10,2017-04-09
8909,22.0,10,2017-04-16
8910,22.0,10,2017-04-21
8911,22.0,31,2017-05-21
8912,22.0,75,2017-06-01
8913,22.0,147,2017-06-12
8914,27.0,65,2013-07-15
8915,22.0,1522,2017-06-18
8916,22.0,75,2017-06-21
8917,22.0,2643,2017-06-24
8918,22.0,60,2017-07-09
8919,22.0,10,2017-07-10
8920,22.0,25,2017-07-18
8921,22.0,50,2017-07-19
8922,22.0,100,2017-07-31
8923,22.0,5,2017-08-06
8924,22.0,5,2017-08-21
8925,27.0,131,2013-07-16
8926,22.0,30,2017-08-30
8927,22.0,2646,2017-09-16
8928,,100,2010-08-13
8929,,1000,2010-08-29
8930,,163,2010-09-20
8931,,163,2010-09-23
8932,,261,2010-09-26
8933,,100,2010-10-01
8934,,100,2010-10-08
8935,,279,2010-10-16
8936,27.0,33,2013-07-23
8937,,601,2010-11-23
8938,,4010,2010-12-05
8939,,167,2011-01-06
8940,,800,2011-01-23
8941,,203,2011-02-13
8942,,250,2011-02-26
8943,,400,2011-03-05
8944,,1573,2011-03-29
8945,,700,2011-04-03
8946,,1803,2011-04-17
8947,27.0,50,2013-07-31
8948,,4390,2011-06-05
8949,,2000,2011-06-12
8950,,214,2011-06-26
8951,,2829,2011-07-17
8952,,1000,2011-07-24
8953,,1000,2011-08-07
8954,,400,2011-08-14
8955,,1250,2011-08-21
8956,,2670,2011-09-11
8957,,154,2011-09-25
8958,27.0,200,2013-08-22
8959,,1000,2011-10-09
8960,,1000,2011-10-25
8961,,375,2011-11-12
8962,,4686,2011-12-04
8963,,288,2012-01-15
8964,,131,2012-02-14
8965,,33,2012-02-21
8966,,100,2012-02-26
8967,,33,2012-02-28
8968,,700,2012-03-10
8969,27.0,25,2013-10-09
8970,,32,2012-03-13
8971,,1500,2012-03-25
8972,,75,2012-04-01
8973,,6000,2012-06-03
8974,,188,2012-06-18
8975,,31,2012-06-25
8976,,31,2012-07-02
8977,,313,2012-07-15
8978,,122,2012-07-16
8979,,600,2012-08-25
8980,27.0,200,2013-10-14
8981,,1258,2012-09-02
8982,,377,2012-09-05
8983,,900,2012-09-16
8984,,128,2012-10-09
8985,,391,2012-10-16
8986,,32,2012-10-23
8987,,32,2012-10-30
8988,,192,2012-11-06
8989,,2000,2012-11-18
8990,,240,2012-12-02
8991,28.0,40,2013-10-29
8992,,1035,2012-12-07
8993,,800,2012-12-16
8994,,1700,2013-01-20
8995,,33,2013-02-19
8996,,391,2013-02-26
8997,,1500,2013-03-09
8998,,32,2013-03-19
8999,,32,2013-03-26
9000,,64,2013-04-02
9001,,1424,2013-05-10
9002,23.0,800,2014-10-03
9003,28.0,25,2013-10-30
9004,,1500,2013-05-26
9005,,197,2013-06-16
9006,,201,2013-06-18
9007,,32,2013-06-25
9008,,195,2013-07-02
9009,,31,2013-07-09
9010,,32,2013-07-16
9011,,396,2013-07-23
9012,,133,2013-08-18
9013,,200,2013-08-22
9014,28.0,40,2013-11-05
9015,,321,2013-10-08
9016,,40,2013-10-15
9017,,321,2013-10-22
9018,,80,2013-10-29
9019,,80,2013-11-05
9020,,404,2013-11-22
9021,,202,2013-11-24
9022,,2061,2013-12-15
9023,,200,2014-01-19
9024,,136,2014-01-26
9025,28.0,50,2013-11-20
9026,,40,2014-03-05
9027,,40,2014-03-12
9028,,40,2014-03-19
9029,,750,2014-05-04
9030,,103,2014-05-14
9031,,40,2014-06-18
9032,,40,2014-06-25
9033,,81,2014-07-10
9034,,40,2014-07-16
9035,,268,2014-08-13
9036,28.0,67,2013-11-24
9037,,37,2014-10-01
9038,,37,2014-10-08
9039,,37,2014-10-15
9040,,75,2014-10-22
9041,,75,2014-10-29
9042,,685,2014-12-12
9043,,33,2015-03-03
9044,,112,2015-05-09
9045,,15,2016-11-12
9046,,56,2016-12-03
9047,28.0,160,2014-02-19
9048,20.0,100,2011-08-20
9049,21.0,25,2011-12-10
9050,21.0,538,2012-03-01
9051,21.0,9000,2012-03-25
9052,21.0,1450,2012-04-22
9053,21.0,513,2012-05-17
9054,21.0,1400,2012-05-20
9055,21.0,454,2012-07-01
9056,21.0,878,2012-07-25
9057,21.0,2250,2012-08-26
9058,28.0,160,2014-02-26
9059,21.0,723,2012-10-18
9060,21.0,1809,2012-10-20
9061,21.0,3500,2012-11-04
9062,22.0,41,2012-11-21
9063,22.0,372,2012-12-14
9064,22.0,125,2013-02-28
9065,22.0,1500,2013-06-02
9066,22.0,19,2013-06-02
9067,22.0,743,2013-07-20
9068,22.0,200,2013-09-05
9069,28.0,160,2014-03-05
9070,22.0,3500,2013-10-20
9071,23.0,6056,2013-11-23
9072,23.0,1000,2013-12-15
9073,23.0,25,2014-02-20
9074,23.0,3000,2014-04-13
9075,23.0,150,2014-04-22
9076,23.0,250,2014-05-04
9077,23.0,7500,2014-07-06
9078,23.0,400,2014-07-27
9079,23.0,15000,2014-10-12
9080,28.0,160,2014-03-12
9081,24.0,15,2014-12-31
9082,24.0,79,2015-02-03
9083,24.0,20,2015-02-15
9084,24.0,20,2015-02-16
9085,24.0,763,2015-03-22
9086,24.0,60,2015-03-23
9087,24.0,365,2015-04-17
9088,24.0,150,2015-04-26
9089,24.0,100,2015-04-28
9090,24.0,500,2015-05-02
9091,28.0,40,2014-03-19
9092,24.0,55,2015-05-04
9093,24.0,25,2015-05-22
9094,24.0,100,2015-05-27
9095,24.0,178,2015-07-10
9096,24.0,278,2015-07-12
9097,24.0,350,2015-07-19
9098,24.0,100,2015-07-23
9099,24.0,467,2015-08-23
9100,24.0,207,2015-08-30
9101,24.0,164,2015-10-09
9102,28.0,69,2014-04-04
9103,24.0,15,2015-10-17
9104,18.0,988,2013-08-03
9105,19.0,644,2014-01-24
9106,19.0,2057,2014-04-01
9107,19.0,674,2014-04-18
9108,19.0,2880,2014-07-08
9109,19.0,100,2014-08-15
9110,19.0,10000,2014-09-20
9111,19.0,7728,2014-10-04
9112,19.0,50,2014-10-20
9113,23.0,5000,2014-10-05
9114,28.0,69,2014-04-06
9115,20.0,35,2014-11-27
9116,20.0,913,2015-02-14
9117,20.0,1000,2015-03-15
9118,20.0,181,2015-04-10
9119,20.0,365,2015-04-17
9120,20.0,663,2015-04-25
9121,20.0,805,2015-06-21
9122,20.0,744,2015-07-04
9123,20.0,730,2015-10-04
9124,20.0,2422,2015-10-10
9125,28.0,274,2014-05-02
9126,21.0,729,2016-03-26
9127,21.0,7876,2016-05-01
9128,21.0,1804,2016-05-21
9129,21.0,200,2016-06-04
9130,21.0,200,2016-06-19
9131,21.0,200,2016-07-04
9132,21.0,2697,2016-07-31
9133,21.0,7466,2016-09-03
9134,21.0,3618,2016-09-10
9135,21.0,3585,2016-09-11
9136,28.0,40,2014-06-18
9137,22.0,2682,2017-03-26
9138,22.0,25,2017-07-11
9139,22.0,50,2017-07-18
9140,22.0,125,2017-07-19
9141,22.0,75,2017-07-24
9142,22.0,150,2017-08-01
9143,20.0,1000,2010-05-23
9144,20.0,300,2010-05-29
9145,20.0,2000,2010-07-26
9146,21.0,2500,2010-08-22
9147,28.0,81,2014-06-25
9148,21.0,442,2010-10-02
9149,21.0,2500,2010-10-17
9150,21.0,1772,2010-11-13
9151,21.0,432,2010-12-18
9152,21.0,2690,2011-01-29
9153,21.0,800,2011-03-05
9154,21.0,71,2011-03-20
9155,21.0,500,2011-04-03
9156,21.0,2000,2011-04-13
9157,21.0,2500,2011-05-01
9158,28.0,81,2014-07-02
9159,21.0,150,2011-05-15
9160,21.0,1000,2011-05-29
9161,21.0,1400,2011-06-05
9162,21.0,1300,2011-08-14
9163,21.0,50,2011-08-20
9164,22.0,25,2011-09-03
9165,22.0,6500,2011-10-05
9166,22.0,3000,2011-10-09
9167,22.0,1400,2011-10-16
9168,22.0,1000,2011-10-25
9169,28.0,268,2014-08-13
9170,22.0,2000,2011-10-27
9171,22.0,6000,2011-11-05
9172,22.0,1000,2011-11-06
9173,22.0,142,2011-11-13
9174,22.0,3000,2011-11-20
9175,22.0,3000,2011-12-04
9176,22.0,100,2012-02-12
9177,22.0,358,2012-03-01
9178,22.0,1345,2012-03-03
9179,22.0,600,2012-03-10
9180,28.0,37,2014-10-08
9181,22.0,1000,2012-04-08
9182,22.0,500,2012-05-06
9183,22.0,825,2012-06-10
9184,22.0,300,2012-07-15
9185,23.0,3600,2012-08-25
9186,23.0,3500,2012-11-18
9187,23.0,1500,2013-06-02
9188,16.0,64,2012-01-22
9189,17.0,1282,2013-03-31
9190,17.0,25,2013-04-07
9191,28.0,37,2014-10-15
9192,18.0,130,2013-06-30
9193,18.0,457,2013-07-13
9194,18.0,100,2013-11-06
9195,18.0,136,2014-01-26
9196,18.0,100,2014-03-06
9197,18.0,139,2014-03-16
9198,18.0,139,2014-03-17
9199,18.0,150,2014-03-19
9200,18.0,276,2014-04-20
9201,18.0,204,2014-05-24
9202,29.0,185,2014-12-02
9203,19.0,204,2014-06-23
9204,19.0,402,2014-08-04
9205,19.0,50,2014-09-07
9206,19.0,63,2014-10-18
9207,19.0,156,2014-12-12
9208,19.0,622,2014-12-17
9209,19.0,125,2014-12-22
9210,19.0,39,2014-12-23
9211,19.0,475,2015-01-17
9212,19.0,2000,2015-01-25
9213,29.0,249,2014-12-12
9214,19.0,250,2015-01-26
9215,19.0,150,2015-02-01
9216,19.0,113,2015-02-08
9217,19.0,250,2015-02-23
9218,19.0,150,2015-03-02
9219,19.0,39,2015-03-13
9220,19.0,250,2015-03-23
9221,19.0,1000,2015-03-30
9222,19.0,100,2015-04-07
9223,19.0,100,2015-04-10
9224,23.0,5000,2014-11-08
9225,29.0,1192,2015-01-11
9226,19.0,2000,2015-04-30
9227,20.0,100,2015-06-17
9228,20.0,161,2015-06-21
9229,20.0,8000,2015-06-28
9230,20.0,875,2015-07-05
9231,20.0,1000,2015-07-17
9232,20.0,200,2015-07-31
9233,20.0,6000,2015-09-13
9234,20.0,2500,2015-09-25
9235,20.0,100,2015-09-30
9236,29.0,68,2015-02-24
9237,20.0,112,2015-11-14
9238,20.0,250,2015-11-21
9239,20.0,477,2015-11-23
9240,20.0,2927,2016-01-03
9241,20.0,75,2016-02-09
9242,20.0,800,2016-02-14
9243,20.0,6000,2016-03-05
9244,20.0,1000,2016-03-26
9245,20.0,334,2016-03-31
9246,21.0,687,2016-06-12
9247,29.0,67,2015-03-03
9248,21.0,500,2016-06-26
9249,21.0,400,2016-07-09
9250,21.0,668,2016-07-11
9251,21.0,8000,2016-07-16
9252,21.0,1797,2016-08-07
9253,21.0,4000,2016-08-14
9254,21.0,680,2016-08-28
9255,21.0,251,2016-09-01
9256,21.0,905,2016-10-03
9257,21.0,167,2016-10-04
9258,29.0,127,2015-03-17
9259,21.0,1198,2016-10-09
9260,21.0,1096,2016-10-31
9261,21.0,328,2016-11-28
9262,21.0,640,2016-12-12
9263,19.0,72,2011-04-11
9264,19.0,289,2011-04-24
9265,19.0,72,2011-04-25
9266,19.0,180,2011-04-28
9267,19.0,722,2011-05-06
9268,19.0,285,2011-05-18
9269,29.0,32,2015-03-31
9270,19.0,283,2011-05-22
9271,19.0,886,2011-05-29
9272,19.0,143,2011-05-31
9273,19.0,179,2011-06-02
9274,19.0,35,2011-06-09
9275,19.0,179,2011-06-16
9276,20.0,287,2011-06-25
9277,20.0,100,2011-07-01
9278,20.0,35,2011-08-11
9279,20.0,600,2011-09-22
9280,29.0,308,2015-05-09
9281,20.0,68,2011-09-22
9282,20.0,171,2011-10-06
9283,20.0,68,2011-10-17
9284,20.0,169,2011-11-03
9285,20.0,137,2011-11-09
9286,20.0,583,2011-11-13
9287,20.0,68,2011-11-14
9288,20.0,65,2011-12-15
9289,20.0,98,2011-12-22
9290,20.0,64,2012-01-05
9291,30.0,32,2015-11-03
9292,20.0,322,2012-01-26
9293,20.0,131,2012-02-05
9294,20.0,131,2012-02-12
9295,20.0,1200,2012-03-31
9296,20.0,654,2012-04-07
9297,20.0,135,2012-04-15
9298,20.0,66,2012-04-26
9299,20.0,102,2012-04-28
9300,20.0,264,2012-04-30
9301,20.0,99,2012-05-12
9302,30.0,108,2015-12-05
9303,20.0,93,2012-05-27
9304,20.0,156,2012-06-06
9305,20.0,92,2012-06-09
9306,20.0,157,2012-06-13
9307,20.0,93,2012-06-16
9308,21.0,3000,2012-07-22
9309,21.0,125,2012-08-28
9310,21.0,92,2012-09-01
9311,21.0,1200,2012-09-16
9312,21.0,64,2012-09-26
9313,30.0,33,2016-03-29
9314,21.0,129,2012-10-14
9315,21.0,95,2012-10-27
9316,21.0,250,2012-12-28
9317,21.0,136,2013-02-03
9318,21.0,98,2013-02-23
9319,21.0,131,2013-02-24
9320,21.0,97,2013-03-02
9321,21.0,130,2013-03-10
9322,21.0,1500,2013-03-23
9323,21.0,96,2013-03-31
9324,30.0,227,2016-05-08
9325,21.0,256,2013-04-03
9326,21.0,129,2013-04-07
9327,21.0,96,2013-04-13
9328,21.0,195,2013-04-14
9329,21.0,96,2013-05-04
9330,21.0,95,2013-05-18
9331,21.0,3500,2013-05-26
9332,21.0,94,2013-05-31
9333,21.0,94,2013-06-15
9334,22.0,456,2013-06-30
9335,23.0,1346,2015-03-22
9336,30.0,226,2016-08-28
9337,22.0,89,2013-07-06
9338,22.0,92,2013-07-20
9339,22.0,131,2013-07-21
9340,22.0,91,2013-07-27
9341,22.0,1000,2013-08-03
9342,22.0,91,2013-08-10
9343,22.0,2000,2013-08-11
9344,22.0,300,2013-08-18
9345,22.0,90,2013-08-24
9346,22.0,92,2013-09-14
9347,31.0,74,2017-01-14
9348,22.0,133,2013-09-20
9349,22.0,94,2013-09-21
9350,22.0,2000,2013-10-06
9351,22.0,92,2013-10-12
9352,22.0,135,2013-10-13
9353,22.0,94,2013-10-19
9354,22.0,200,2013-10-23
9355,22.0,91,2013-11-09
9356,22.0,875,2013-11-17
9357,22.0,400,2013-12-01
9358,23.0,3539,2010-10-02
9359,22.0,91,2013-12-07
9360,22.0,30,2013-12-21
9361,22.0,136,2014-01-12
9362,22.0,500,2014-01-19
9363,22.0,137,2014-02-23
9364,22.0,138,2014-03-02
9365,22.0,138,2014-03-09
9366,22.0,2000,2014-04-13
9367,22.0,2072,2014-04-19
9368,22.0,138,2014-04-27
9369,23.0,265,2010-11-13
9370,22.0,137,2014-05-04
9371,22.0,137,2014-05-25
9372,22.0,50,2014-05-29
9373,23.0,2000,2014-07-06
9374,23.0,135,2014-07-13
9375,23.0,135,2014-07-20
9376,23.0,135,2014-08-10
9377,23.0,100,2014-08-12
9378,23.0,932,2014-08-28
9379,23.0,1000,2014-09-14
9380,23.0,8656,2010-12-18
9381,23.0,5000,2014-10-05
9382,23.0,124,2014-11-02
9383,23.0,1985,2014-12-07
9384,23.0,234,2014-12-27
9385,23.0,150,2015-01-15
9386,23.0,4500,2015-04-05
9387,23.0,2830,2015-04-12
9388,23.0,55,2015-05-03
9389,23.0,55,2015-05-10
9390,23.0,64,2015-05-15
9391,23.0,1345,2011-01-29
9392,23.0,111,2015-05-17
9393,23.0,100,2015-05-17
9394,23.0,334,2015-06-09
9395,24.0,111,2015-06-21
9396,24.0,111,2015-06-28
9397,24.0,162,2015-07-20
9398,24.0,2000,2015-07-28
9399,24.0,400,2015-08-09
9400,24.0,411,2015-12-26
9401,24.0,67,2016-01-02
9402,23.0,2667,2011-03-19
9403,24.0,108,2016-01-24
9404,24.0,108,2016-02-07
9405,24.0,1600,2016-02-14
9406,24.0,75,2016-02-26
9407,24.0,167,2016-03-15
9408,24.0,295,2016-03-17
9409,24.0,800,2016-04-09
9410,24.0,117,2016-04-27
9411,24.0,1500,2016-05-14
9412,,450,2012-07-15
9413,24.0,1380,2011-05-14
9414,,666,2012-07-21
9415,,2000,2012-09-09
9416,,800,2012-10-14
9417,,100,2013-06-17
9418,,1500,2013-08-11
9419,,16,2014-02-22
9420,,160,2014-06-22
9421,,48,2014-07-20
9422,,50,2014-09-20
9423,,35,2014-09-22
9424,24.0,919,2011-06-18
9425,,326,2014-09-27
9426,,15,2014-10-15
9427,,15,2014-10-27
9428,,50,2014-10-28
9429,,8179,2014-11-02
9430,,35,2014-11-05
9431,,35,2014-11-06
9432,,15,2014-11-08
9433,,50,2014-11-13
9434,,1605,2014-12-28
9435,24.0,4745,2011-07-30
9436,,35,2015-01-07
9437,,2000,2015-01-25
9438,,802,2015-01-25
9439,,15,2015-04-14
9440,,401,2015-04-19
9441,,483,2015-05-30
9442,,161,2015-06-21
9443,,3219,2015-07-11
9444,,1000,2015-07-19
9445,,2000,2015-07-28
9446,23.0,365,2015-04-17
9447,24.0,1856,2011-09-10
9448,,440,2015-12-27
9449,,307,2016-01-03
9450,,1600,2016-04-06
9451,,1500,2016-05-14
9452,,763,2016-05-22
9453,,50,2016-06-21
9454,,2278,2016-07-03
9455,,4599,2016-09-04
9456,,2248,2016-10-04
9457,,2938,2016-11-11
9458,24.0,1601,2011-10-08
9459,,2931,2016-11-12
9460,,1447,2017-01-01
9461,,2168,2017-01-08
9462,,8000,2017-01-15
9463,,1598,2017-04-09
9464,,2179,2017-05-21
9465,,1423,2017-06-30
9466,,674,2017-06-30
9467,,678,2010-04-01
9468,,400,2010-08-22
9469,24.0,400,2011-10-16
9470,,130,2010-09-19
9471,,139,2010-10-10
9472,,250,2010-11-20
9473,,420,2011-07-12
9474,,1414,2011-07-17
9475,,142,2011-08-14
9476,,273,2011-09-15
9477,,669,2011-10-02
9478,,806,2012-02-26
9479,,659,2012-03-04
9480,24.0,1307,2011-10-22
9481,,9500,2012-04-08
9482,,803,2012-05-12
9483,,4000,2012-05-27
9484,,443,2012-06-29
9485,,729,2012-07-22
9486,,3600,2012-09-16
9487,,257,2012-09-27
9488,,700,2012-10-14
9489,,970,2012-10-28
9490,,1000,2012-11-09
9491,24.0,354,2011-12-07
9492,,3500,2012-11-18
9493,,142,2012-11-21
9494,,900,2012-11-25
9495,,1046,2012-12-13
9496,,2500,2012-12-16
9497,,250,2012-12-28
9498,,900,2013-01-20
9499,,5000,2013-02-07
9500,,1500,2013-02-17
9501,,1400,2013-03-09
9502,25.0,351,2012-07-25
9503,,1558,2013-03-24
9504,,166,2013-03-29
9505,,2000,2013-03-31
9506,,1967,2013-05-05
9507,,3500,2013-05-26
9508,,1545,2013-06-17
9509,,1530,2013-07-20
9510,,300,2013-07-28
9511,,2000,2013-08-11
9512,,200,2013-08-18
9513,15.0,200,2012-06-02
9514,,680,2013-09-08
9515,,1500,2013-10-06
9516,,300,2013-10-23
9517,,400,2016-04-09
9518,17.0,68,2011-09-17
9519,18.0,265,2012-02-08
9520,18.0,2291,2012-04-07
9521,18.0,132,2012-04-29
9522,18.0,132,2012-04-30
9523,18.0,400,2012-06-09
9524,16.0,511,2012-09-22
9525,18.0,600,2012-07-28
9526,18.0,150,2012-09-08
9527,18.0,131,2012-09-16
9528,19.0,129,2012-12-09
9529,19.0,667,2013-01-09
9530,19.0,933,2013-01-12
9531,19.0,500,2013-01-19
9532,19.0,989,2013-02-23
9533,19.0,259,2013-03-17
9534,19.0,116,2013-04-07
9535,16.0,31,2013-01-13
9536,19.0,648,2013-04-22
9537,19.0,129,2013-06-02
9538,19.0,100,2013-06-05
9539,19.0,100,2013-06-06
9540,19.0,194,2013-06-11
9541,19.0,3500,2013-08-11
9542,19.0,5000,2013-08-25
9543,19.0,2000,2013-10-06
9544,19.0,5000,2013-10-13
9545,19.0,300,2013-10-23
9546,16.0,131,2013-04-14
9547,19.0,138,2013-10-26
9548,19.0,55,2013-11-23
9549,20.0,546,2014-01-11
9550,20.0,150,2014-02-26
9551,20.0,5000,2014-04-13
9552,20.0,50,2014-06-03
9553,20.0,5000,2014-07-06
9554,20.0,469,2014-08-02
9555,20.0,100,2014-09-07
9556,20.0,3000,2014-10-05
9557,24.0,1245,2015-08-30
9558,16.0,95,2013-06-02
9559,21.0,50,2015-01-08
9560,21.0,789,2015-01-31
9561,21.0,6000,2015-04-05
9562,21.0,2000,2015-04-30
9563,21.0,175,2015-05-22
9564,21.0,2000,2015-07-28
9565,21.0,200,2015-07-31
9566,21.0,467,2015-08-23
9567,21.0,283,2015-09-05
9568,22.0,731,2016-01-03
9569,17.0,54,2013-06-30
9570,22.0,111,2016-02-06
9571,22.0,281,2016-06-18
9572,22.0,556,2016-07-02
9573,22.0,800,2016-07-09
9574,22.0,1112,2016-08-04
9575,22.0,6000,2016-08-14
9576,22.0,40,2016-08-28
9577,22.0,200,2016-08-28
9578,22.0,37,2016-09-17
9579,22.0,20,2016-11-12
9580,17.0,1164,2013-07-14
9581,23.0,35,2016-12-18
9582,23.0,12,2016-12-18
9583,21.0,127,2010-08-29
9584,21.0,64,2010-09-13
9585,21.0,139,2010-10-24
9586,21.0,139,2010-10-31
9587,21.0,70,2010-11-02
9588,21.0,34,2010-11-04
9589,21.0,20,2010-11-17
9590,21.0,170,2010-11-19
9591,17.0,505,2013-08-11
9592,22.0,159,2010-11-28
9593,22.0,65,2010-12-20
9594,22.0,100,2011-01-08
9595,22.0,64,2011-01-10
9596,22.0,500,2011-01-23
9597,22.0,250,2011-01-29
9598,22.0,67,2011-02-07
9599,22.0,273,2011-02-27
9600,22.0,682,2011-03-01
9601,22.0,100,2011-03-11
9602,17.0,89,2013-09-01
9603,22.0,280,2011-03-20
9604,22.0,141,2011-03-21
9605,22.0,142,2011-04-04
9606,22.0,701,2011-04-07
9607,22.0,2535,2011-04-23
9608,22.0,3000,2011-05-15
9609,22.0,141,2011-05-21
9610,22.0,287,2011-05-31
9611,22.0,179,2011-06-23
9612,22.0,100,2011-06-24
9613,17.0,94,2013-10-06
9614,22.0,250,2011-07-01
9615,22.0,145,2011-07-04
9616,22.0,287,2011-07-23
9617,22.0,71,2011-07-25
9618,22.0,1439,2011-08-20
9619,22.0,800,2011-08-21
9620,22.0,2900,2011-08-21
9621,22.0,216,2011-08-24
9622,22.0,141,2011-09-05
9623,22.0,600,2011-09-22
9624,17.0,193,2013-10-20
9625,22.0,68,2011-10-10
9626,22.0,274,2011-10-23
9627,22.0,283,2011-10-27
9628,22.0,375,2011-11-12
9629,22.0,583,2011-11-13
9630,23.0,2000,2011-12-11
9631,23.0,650,2011-12-19
9632,23.0,130,2011-12-20
9633,23.0,1000,2011-12-24
9634,23.0,1750,2012-01-22
9635,17.0,47,2013-11-03
9636,23.0,157,2012-01-29
9637,23.0,1500,2012-01-29
9638,23.0,650,2012-03-10
9639,23.0,131,2012-03-22
9640,23.0,4386,2012-04-07
9641,23.0,657,2012-05-02
9642,23.0,157,2012-05-23
9643,23.0,500,2012-06-01
9644,23.0,93,2012-06-06
9645,23.0,94,2012-06-13
9646,17.0,13,2014-01-05
9647,23.0,91,2012-07-07
9648,23.0,122,2012-07-08
9649,23.0,4000,2012-07-15
9650,23.0,350,2012-07-22
9651,23.0,900,2012-08-19
9652,23.0,350,2012-09-08
9653,23.0,98,2012-09-15
9654,23.0,386,2012-09-26
9655,23.0,1000,2012-10-14
9656,23.0,300,2012-11-09
9657,17.0,22,2014-02-02
9658,23.0,250,2012-11-12
9659,24.0,1500,2012-12-16
9660,24.0,250,2012-12-28
9661,24.0,1100,2013-01-20
9662,24.0,1450,2013-03-09
9663,24.0,750,2013-03-23
9664,24.0,1500,2013-05-26
9665,24.0,91,2013-08-03
9666,24.0,133,2013-08-11
9667,24.0,200,2013-08-18
9668,24.0,7500,2015-09-19
9669,17.0,90,2014-03-02
9670,24.0,92,2013-09-28
9671,24.0,1500,2013-10-06
9672,24.0,100,2013-10-23
9673,24.0,138,2013-10-27
9674,24.0,91,2013-11-09
9675,24.0,133,2013-11-10
9676,24.0,91,2013-11-23
9677,25.0,137,2013-12-08
9678,25.0,300,2014-01-19
9679,25.0,100,2014-03-23
9680,17.0,100,2014-03-22
9681,25.0,2000,2014-04-13
9682,25.0,600,2014-05-02
9683,25.0,135,2014-08-31
9684,25.0,50,2014-09-18
9685,25.0,128,2014-09-21
9686,25.0,1793,2014-10-02
9687,25.0,2000,2014-10-05
9688,25.0,126,2014-10-26
9689,26.0,117,2014-12-27
9690,26.0,234,2015-01-21
9691,17.0,41,2014-04-13
9692,26.0,2000,2015-01-25
9693,26.0,10,2015-02-08
9694,26.0,24,2015-05-15
9695,26.0,833,2015-07-26
9696,26.0,24,2015-08-09
9697,27.0,8,2016-06-18
9698,27.0,15,2016-08-28
9699,28.0,64,2016-11-25
9700,28.0,20,2016-11-30
9701,28.0,164,2016-12-30
9702,17.0,100,2014-04-26
9703,28.0,52,2017-02-14
9704,28.0,50,2017-02-18
9705,28.0,4,2017-05-23
9706,28.0,50,2017-08-18
9707,28.0,15,2017-09-04
9708,28.0,59,2017-09-12
